word,weight,number_of_words
mengonarkan,-4,1
dalal,-3,1
rompak,-5,1
laboratorium,-3,1
tunduk,-5,1
banyak omong,-4,2
someng,-4,1
mencibirkan,-5,1
menongkrongi,-3,1
kuat,-3,1
mutlak,-3,1
pemain,-3,1
dia,-3,1
menyelang,-5,1
eroton,-4,1
endemi,-5,1
lapuk,-5,1
rabak,-3,1
terderita,-4,1
mengharamkan,-3,1
pekikan,-5,1
pengunjukan,-3,1
kebangunan,-5,1
perapian,-4,1
hujat,-5,1
dengki,-5,1
jangkang,-5,1
lap,-5,1
sumpal,-3,1
lembeng,-4,1
kesalahan,-5,1
imam,-3,1
sembrono,-5,1
berjejas,-5,1
menghalai-balaikan,-4,1
cikun,-5,1
bundel,-5,1
surut,-4,1
urit,-3,1
bloon,-3,1
kubra,-5,1
hujah,-4,1
longgok,-3,1
cempek,-4,1
khair,-4,1
tonjok,-5,1
gering hulu,-4,2
anut,-3,1
berkejaran,-3,1
pering,-3,1
pengejawantahan,-3,1
silang,-4,1
berkasih-kasihan,-3,1
mencecah,-3,1
mempersoalkan,-4,1
merenungkan,-3,1
perbincangan,-3,1
tergemap,-3,1
penyodok,-3,1
mendindingi,-5,1
buncit,-3,1
kerakal,-3,1
lancang,-5,1
enggan,-5,1
mencengkeram,-4,1
tertinggal,-3,1
laten,-5,1
luluh lantak,-5,2
penodong,-5,1
sogokan,-4,1
fiskal,-3,1
bertekak,-4,1
perlahan-lahan,-4,1
onyak-anyik,-4,1
merembet,-4,1
fungsionaris,-3,1
perkembangan,-4,1
dugal,-5,1
recehan,-4,1
dobel,-3,1
kecemasan,-4,1
celemotan,-4,1
tanur,-4,1
sombong,-3,1
faktor,-4,1
anu,-3,1
persuasi,-3,1
welas,-3,1
mangau,-4,1
ulung,-4,1
seraga,-3,1
bait,-3,1
berterima,-3,1
aspiran,-5,1
berdansa,-4,1
terhunjam,-3,1
friksi,-5,1
pematang,-4,1
lenyap,-5,1
api-api,-4,1
gidik,-4,1
mesut,-4,1
sanggit,-3,1
terseret,-3,1
mesum,-5,1
sukatan,-5,1
golak,-5,1
keheningan,-4,1
tengking,-5,1
aspek,-3,1
amblas,-3,1
memomokkan,-5,1
fundamental,-4,1
abuk,-3,1
gunduk,-3,1
beta,-3,1
kemplang,-5,1
abur,-5,1
selap,-3,1
tembelang,-5,1
berumah tangga,-4,2
jebeh,-5,1
menikmati,-3,1
membabi buta,-4,2
menahun,-5,1
primer,-4,1
menggeligi,-4,1
pembangkang,-4,1
fulanah,-3,1
menyetubuhi,-3,1
bulat,-3,1
layon,-4,1
baginda,-3,1
selempang,-5,1
mengesak,-3,1
berhimpun,-4,1
berkunjung,-4,1
membelot,-5,1
kilah,-4,1
terang akal,-4,2
keperihan,-5,1
serobot,-3,1
mengesan,-3,1
mengelakkan,-4,1
kerepotan,-3,1
hadiah,-3,1
berdedikasi,-3,1
tersekat,-5,1
cek,-4,1
mengebumikan,-3,1
moderator,-3,1
duli,-3,1
menghebat,-4,1
berita,-2,1
melayang,-3,1
melayani,-5,1
menyelakkan,-5,1
buta,-3,1
memfitnah,-4,1
nala,-3,1
sekop,-3,1
incit,-4,1
batung-batung,-4,1
gesek,-3,1
rongkol,-5,1
bertinju,-4,1
bersengketa,-4,1
cilok,-3,1
keasingan,-4,1
sekurang-kurangnya,-3,1
daftar,-3,1
bertahan,-4,1
perahu,-4,1
melekat,-4,1
khawatir,-5,1
ruang,-3,1
kisikan,-3,1
menghadiahi,-3,1
terajang,-3,1
memegang,-4,1
kafetaria,-4,1
masai,-4,1
merenyam,-3,1
patgulipat,-5,1
terali,-4,1
rad,-3,1
ijab,-4,1
meluluhlantakkan,-4,1
saja,-3,1
pemberon-takan,-4,1
mengenjak,-3,1
beranda,-3,1
perus,-5,1
ahmak,-3,1
pepak,-3,1
ceroboh,-5,1
cacing pipih,-4,2
cuak,-4,1
bison,-3,1
pepat,-3,1
kotak,-3,1
anjak,-3,1
anak bedil,-3,2
tebal hati,-5,2
tenggak,-3,1
melampau,-4,1
bercedera,-4,1
oven,-4,1
mengumpul,-3,1
bertumbukan,-4,1
mencontengkan,-3,1
menyatroni,-5,1
rasialisme,-5,1
terkilir,-3,1
gagu,-3,1
langking,-4,1
bicu,-3,1
dogol,-5,1
camping,-3,1
berugi,-5,1
mengenangkan,-3,1
menerbankan,-4,1
cutel,-4,1
mengamalkan,-4,1
mencaci-maki,-5,1
analitis,-4,1
hipotesis,-3,1
kesejukan,-3,1
kepelikan,-4,1
bubuk,-5,1
inhibisi,-4,1
hawar,-5,1
himpun,-3,1
mengetepikan,-4,1
berlibat-libat,-4,1
tergamak,-4,1
tua,-4,1
mengubrakan,-3,1
susuh,-4,1
mengingsut,-3,1
cacauan,-4,1
belis,-4,1
meninju,-3,1
mengoyak-oyak,-4,1
embarau,-3,1
urut-urutan,-4,1
menyantak,-3,1
alobar,-4,1
memusnahkan,-5,1
menyantap,-4,1
berkembang biak,-3,2
resek,-4,1
kelas,-3,1
jalan bentar,-4,2
colak-caling,-5,1
tun,-4,1
bergelut,-4,1
cacat,-5,1
buntang,-4,1
kerugian,-5,1
uring-uringan,-5,1
colok,-3,1
gedembai,-4,1
dupleks,-3,1
antusias,-3,1
rompeng,-4,1
menyagang,-3,1
benderang,-3,1
tenggan,-3,1
mencabarkan,-4,1
cabar,-4,1
celopar,-4,1
penyungkit,-3,1
pongah,-5,1
tarung,-3,1
mara,-4,1
cabuh,-3,1
cupet,-5,1
terganjal,-4,1
merompak,-5,1
konotasi,-3,1
keajaiban,-4,1
busut,-4,1
mangkel,-4,1
memacak,-4,1
ringan mulut,-4,2
main muda,-3,2
mengacaukan,-4,1
telan,-5,1
nyelekit,-4,1
balung,-4,1
menyelir,-5,1
pilon,-3,1
gingsir,-3,1
lalim,-5,1
menyuntik,-3,1
takul,-3,1
menebalkan,-3,1
merana,-4,1
bertaki,-3,1
bengkak,-4,1
pembalut,-3,1
duduk perut,-3,2
kesahihan,-3,1
hantaman,-3,1
kaos,-4,1
kirai,-3,1
lembap,-4,1
orbit,-4,1
wimana,-4,1
peres,-3,1
bergontok,-4,1
bertransformasi,-3,1
kolot,-5,1
rajin,-3,1
menyuapi,-3,1
pendamai,-3,1
merincukan,-4,1
balur,-4,1
mamang,-4,1
menyemangatkan,-3,1
tunjuk perasaan,-3,2
terpengaruh,-4,1
berjarak,-4,1
patos,-5,1
perkakas,-3,1
beralih bentuk,-3,2
asfal,-5,1
menunukan,-4,1
tambak,-3,1
berlainan,-4,1
mengoyak,-4,1
menyiar,-4,1
injakan,-3,1
hirup,-3,1
memble,-3,1
menyiat,-4,1
membonceng,-3,1
rucah,-5,1
penghisapan,-4,1
kasur,-4,1
susu,-4,1
rombongan,-4,1
pencukuran,-4,1
menyelusuh,-3,1
tergambar,-3,1
kekacauan,-4,1
menimpuk,-5,1
main mata,-5,2
dongok,-5,1
jorok,-5,1
lebu,-3,1
kelambanan,-4,1
bijak,-4,1
sekongkolan,-4,1
antagonisme,-4,1
menghindarkan,-4,1
bentakan,-5,1
bagi,-4,1
becak,-5,1
mengkal,-4,1
beban,-5,1
sekedup,-3,1
memperlihatkan,-3,1
berserikat,-3,1
bertangkap,-3,1
ceronggah,-4,1
terkait,-3,1
cerabih,-4,1
anak pinak,-3,2
menenggang,-3,1
perak,-4,1
mencoblos,-3,1
jompo,-3,1
berdekatan,-4,1
dendeng,-4,1
bersedia,-3,1
ira,-3,1
gorek api,-4,2
safa,-4,1
keriuhan,-3,1
sembam,-4,1
gayung,-4,1
isotop,-3,1
terselak,-3,1
keterkaitan,-3,1
membawa berat,-3,2
berproses,-3,1
pandai,-4,1
imbalan,-3,1
cicik,-4,1
mengesahkan,-3,1
henyak,-4,1
insaf,-4,1
pertunjukan,-3,1
latisan,-4,1
tagut,-4,1
pengiring,-3,1
bebas,-4,1
pemberitahuan,-3,1
mungkar,-4,1
menjejak,-4,1
serawak,-3,1
bergurau,-4,1
cuka jawa,-5,2
pemarah,-4,1
pegari,-3,1
bulevar,-4,1
kesendirian,-4,1
indusemen,-3,1
kacuk,-4,1
mencicik,-5,1
berkawanan,-4,1
jurik,-4,1
leta,-5,1
berangai,-5,1
obrolan,-4,1
cacing tanah,-4,2
persetubuhan,-3,1
asor,-5,1
mendengung,-4,1
teraduk,-3,1
sebit,-4,1
basmi,-5,1
parau,-4,1
menumpang,-3,1
ketulahan,-4,1
aswad,-4,1
menjelma,-3,1
terlampau,-5,1
tertata,-4,1
membuktikan,-4,1
berputar-putar,-4,1
tipeks,-3,1
singkat,-3,1
mengapkir,-4,1
gonjak,-5,1
berat kepala,-5,2
dari,-3,1
berdebat,-5,1
gontok,-4,1
membelai,-4,1
mikro,-3,1
menggemaskan,-5,1
menyembulkan,-3,1
tobak,-3,1
ampela,-5,1
luar biasa,-4,2
terang,-3,1
menyembam,-4,1
menggentarkan,-4,1
gombong,-3,1
pol,-3,1
pancur,-3,1
kopyor,-4,1
sementara,-4,1
bersipongang,-3,1
mencabau,-4,1
tolol,-5,1
taji,-4,1
musibah,-5,1
bergembung,-3,1
ibunda,-5,1
gemuk,-3,1
lombong,-3,1
gundukan,-4,1
menyulut,-4,1
cetek,-3,1
berganduh,-3,1
mengabulkan,-3,1
naas,-5,1
mencengkau,-4,1
beranak bercucu,-3,2
mengacak,-4,1
sembunyi-sembunyi,-4,1
bersepai,-5,1
manipulator,-4,1
iktikad,-4,1
berantara,-3,1
cekok,-3,1
bercaran,-4,1
leburan,-3,1
kembar,-3,1
cabau,-3,1
divergensi,-4,1
rombeng,-3,1
redik,-5,1
bongok,-3,1
berus,-4,1
sentuk,-4,1
menginjak,-3,1
bersilih,-3,1
meresahkan,-4,1
gelatak,-4,1
instansi,-3,1
kerik,-3,1
sempit,-4,1
jolak,-3,1
bersikukuh,-4,1
bersokom,-4,1
menghinggapi,-3,1
ogah-ogahan,-4,1
drama,-4,1
kenes,-3,1
tepu,-3,1
usang,-5,1
terpaku,-3,1
tarak,-3,1
opium,-3,1
kolam,-3,1
menggigis,-4,1
selerang,-5,1
berat tulang,-4,2
tumor,-4,1
kemurkaan,-5,1
acu,-4,1
seberang,-3,1
tepi,-4,1
memusuhi,-5,1
jilatan,-3,1
bersangkal,-5,1
ikut-ikutan,-3,1
penjuru,-3,1
gedor,-4,1
waham,-3,1
bertelinga lembut,-3,2
merayah,-5,1
denai,-4,1
farak,-3,1
salah tingkah,-4,2
garu,-4,1
langsai,-3,1
mengganas,-4,1
menanggang,-5,1
kurang adat,-5,2
bruto,-3,1
celuk,-3,1
baskom,-4,1
menyurihkan percakapan,-5,2
merincis,-4,1
berapit,-4,1
tatak,-4,1
menelaah,-5,1
liang,-3,1
biarawati,-3,1
condong,-5,1
kotoran,-5,1
luang,-3,1
mairat,-5,1
apit,-3,1
bertimbang,-3,1
sarit,-4,1
tak bernyawa,-5,2
kotor,-5,1
menggeret,-3,1
menyenggau,-4,1
menyenggak,-5,1
kacip,-3,1
seksualitas,-5,1
juz,-4,1
pendapatan,-3,1
sarik,-3,1
membayar,-3,1
tersia-sia,-3,1
mengobarkan,-4,1
cena,-3,1
pendusta,-4,1
terberak,-5,1
ketahuan,-5,1
mencuca,-5,1
antap,-5,1
menikam,-4,1
embek,-3,1
amin,-3,1
rongga,-3,1
tutur,-4,1
berlarat-larat,-4,1
tekad,-3,1
empuk,-4,1
menidurkan,-4,1
bidai,-4,1
konkurensi,-4,1
bersanding,-5,1
mengerjakan,-4,1
delegasi,-4,1
mengisbatkan,-3,1
tinja,-5,1
lawan,-4,1
pengar,-4,1
ikan kena tuba,-4,3
ceriwis,-4,1
kutut,-3,1
genjang,-4,1
asal usul,-4,2
filo,-3,1
pergesekan,-4,1
berbabil,-4,1
menghapus,-4,1
pemupusan,-3,1
jajal,-4,1
abolisi,-3,1
doa,-4,1
kawula,-3,1
compes,-4,1
teratur,-4,1
kelipar,-4,1
jerepet,-3,1
menghunjam,-4,1
peletan,-3,1
aparatus,-3,1
gembel,-5,1
menyungguhkan,-3,1
menagih,-3,1
kacangan,-4,1
lengah,-4,1
berjauh hati,-3,2
conteng,-3,1
tertumbuk akal,-5,2
lengas,-4,1
terlepas,-5,1
gurauan,-4,1
kharab,-5,1
keputusasaan,-5,1
palat,-5,1
validitas,-3,1
penyinaran,-3,1
menyabak,-5,1
feses,-5,1
gebok,-3,1
teles,-4,1
palolo,-4,1
liang jimak,-4,2
tertutup,-5,1
menyetor,-3,1
bunduk,-3,1
kebodohan,-3,1
potel,-5,1
bendu,-4,1
bermukim,-4,1
banat,-4,1
usrek,-5,1
mengejikan,-3,1
serindai,-5,1
memfatwakan,-3,1
bersebelahan,-4,1
lafal,-4,1
terlangkaui,-5,1
gembrot,-3,1
petanda,-3,1
sistematik,-3,1
cekluk,-4,1
tensi,-4,1
suni,-4,1
modal,-3,1
sama sekali,-3,2
sistematis,-3,1
larut,-5,1
berlepasan,-3,1
takaran,-5,1
informasi,-3,1
osteoporosis,-5,1
ajang,-3,1
geret,-3,1
hakam,-3,1
terjengkang,-5,1
kerising,-4,1
penurunan,-5,1
kalang-kabut,-4,1
urita,-3,1
perkawinan,-3,1
pelerai,-3,1
geletik,-3,1
congek,-3,1
gosok,-5,1
pengangkutan,-5,1
berlabuh,-4,1
ketus,-4,1
solek,-4,1
senyur,-4,1
berdakwa,-4,1
tersirep,-3,1
bunga hati,-3,2
menusuk-nusuk,-4,1
memekik,-3,1
tumpasan,-5,1
susur tangan,-3,2
safinah,-3,1
robek,-3,1
aplikasi,-4,1
mustaka,-3,1
menunggu,-3,1
cekatan,-3,1
ketul,-3,1
tercantol,-3,1
menginsinuasi,-4,1
menerima kenyataan,-4,2
tempat,-3,1
korupsi,-4,1
menongkrong,-4,1
mengolet,-3,1
penurut,-3,1
jengkel,-4,1
berteman,-3,1
menggelup,-4,1
resah,-5,1
terlalah,-5,1
belati,-4,1
lahang,-3,1
laur,-4,1
caplak,-4,1
anak,-3,1
gang,-4,1
bertelanjang,-3,1
ocehan,-4,1
angguran,-4,1
puputan,-3,1
buka mata,-3,2
kiamat,-3,1
menyanggah,-4,1
menendang,-5,1
menginterupsi,-5,1
merunjang,-3,1
berserakan,-5,1
rata,-4,1
jerat semata,-3,2
eklektis,-3,1
pengantara,-3,1
menerpa,-3,1
mencura,-5,1
bersila,-4,1
menyerahkan jiwa raga,-4,3
menganeksasi,-5,1
waras,-3,1
sun,-3,1
mempertimbangkan,-3,1
naik darah,-4,2
sember,-4,1
percabangan,-4,1
menambak,-5,1
pencemaran,-4,1
jeput,-3,1
mengedrop,-4,1
mangut,-4,1
sorangan,-3,1
dangkal,-4,1
spion,-3,1
terlukis,-3,1
kesomplok,-4,1
mencengkelong,-5,1
pengang,-3,1
formal,-3,1
prosais,-3,1
seni,-4,1
gebung,-5,1
tercemas,-3,1
gabal,-5,1
menyayat hati,-4,2
menyela,-5,1
belu-belai,-4,1
membohongi,-3,1
kembung,-3,1
kehuru-haraan,-4,1
keliru,-5,1
serabutan,-5,1
batuk kecil,-4,2
merawat,-3,1
gerepes,-4,1
tersayat,-5,1
balairung,-3,1
seru,-5,1
samar,-5,1
ingsut,-3,1
siklon,-4,1
menentang,-5,1
bunga,-3,1
rancap,-4,1
diskrepansi,-3,1
rancau,-3,1
berpusu,-3,1
gencat,-5,1
bertonggakkan,-4,1
puyan,-4,1
berkerumun,-4,1
terlalaikan,-3,1
enas,-5,1
memuakkan,-5,1
lincah,-3,1
rancak,-4,1
telantar,-4,1
mati pucuk,-5,2
congkak,-3,1
apkir,-4,1
berapat-rapat,-3,1
cakus,-4,1
menggasak,-5,1
mewujud,-3,1
morfin,-3,1
bongkong,-3,1
bersabung nyawa,-3,2
bergaul,-3,1
aco-acoan,-5,1
pencolek api,-4,2
menyikat,-5,1
timbangan,-5,1
mendiami,-3,1
bergajul,-5,1
erangan,-3,1
datang,-4,1
slebor,-5,1
bertebaran,-5,1
birah,-3,1
ajakan,-3,1
caci,-5,1
keluhan,-3,1
memuluskan,-5,1
tuah,-3,1
demek,-4,1
lanjut,-5,1
mencekik,-4,1
lihai,-4,1
bersempena,-3,1
taun,-5,1
menggunung,-3,1
berakar,-3,1
taut,-4,1
raguk,-3,1
tuas,-3,1
merdesa,-5,1
mala,-5,1
keder,-4,1
petugas,-3,1
mencamuk,-4,1
pusung,-3,1
kincit,-5,1
cemeh,-4,1
kafilah,-4,1
lolos,-4,1
berhati walang,-3,2
terpisah,-5,1
menceret,-5,1
inaugurasi,-3,1
menjeburkan,-5,1
rompong,-3,1
tingau,-4,1
penghapus,-3,1
tahi,-5,1
bertapa,-3,1
menyadau,-3,1
menyemangati,-4,1
permai,-4,1
cerita burung,-5,2
kelusuh-kelasah,-5,1
menuba,-5,1
peserta,-3,1
tertunda,-3,1
bersandarkan,-4,1
narasi,-4,1
mengonslah,-5,1
bengkok,-4,1
besar perut,-3,2
mengetes,-3,1
menimbang-nimbang,-3,1
marah,-5,1
buang air kecil,-3,3
sumbing,-4,1
seranah,-3,1
seman,-5,1
sigap,-3,1
wangsit,-3,1
mencungkil,-4,1
menguar,-3,1
membentak,-5,1
jodoh,-3,1
asumsi,-3,1
cupul,-5,1
berlompatan,-5,1
tulang,-4,1
arbitrer,-5,1
kurang pikiran,-3,2
kerosek,-3,1
jobak,-3,1
serenging,-5,1
bertumbuk,-4,1
jongkok,-5,1
teks,-3,1
ranai,-4,1
hakiki,-4,1
geladir,-5,1
anak air,-4,2
sangsi,-5,1
embat,-4,1
kesusahan,-5,1
garang,-5,1
bangkang,-4,1
lintar,-3,1
dangkap,-3,1
kejar,-3,1
persediaan,-3,1
el,-3,1
erot,-4,1
bertemu roma,-4,2
mam,-5,1
menyerampang,-5,1
menganjurkan,-3,1
bekicot,-4,1
bangle,-4,1
usikan,-5,1
teladan,-3,1
patuk,-5,1
daya upaya,-4,2
patut,-5,1
bertautan,-4,1
menyungkit,-4,1
lata,-5,1
bengkerap,-4,1
senat,-3,1
bercorak,-3,1
kekerabatan,-4,1
luntur,-3,1
bersebaran,-5,1
deklarasi,-3,1
relevansi,-4,1
kedut,-4,1
idola,-3,1
toboh,-4,1
tercerai,-3,1
senteng,-5,1
merefleksikan,-3,1
berjihad,-3,1
simpatik,-4,1
timbul,-3,1
timbun,-3,1
tercekluk,-3,1
kunarpa,-4,1
pialang,-3,1
penubuhan,-3,1
terudak,-3,1
berat ekor,-4,2
kasep,-4,1
keremus,-4,1
gagap,-5,1
mematut-matut,-3,1
cakap angin,-4,2
cercah,-5,1
menguburkan,-3,1
gembil,-4,1
hilang semangat,-4,2
mereken,-3,1
membakar,-4,1
menengahi,-5,1
sambit,-5,1
belingsat,-4,1
lembaga,-3,1
seluk-beluk,-4,1
menyita,-5,1
oyong,-4,1
membukukan,-5,1
menyebelah,-3,1
menancap,-4,1
bebat,-3,1
menyusup,-3,1
pendek akal,-3,2
membeli,-3,1
kelengangan,-4,1
menyembilu,-4,1
mumi,-4,1
cempala mulut,-5,2
putih,-4,1
beralaskan,-4,1
tetesan darah,-3,2
bulsak,-4,1
gapura,-4,1
peruntungan,-3,1
pembabil,-4,1
kurang ajar,-5,2
angkup,-3,1
geregetan,-4,1
tinju,-5,1
mengisruhkan,-4,1
inferior,-4,1
mengunyah,-4,1
titik berat,-3,2
ahli bahasa,-3,2
bertengkar,-5,1
terdampar,-5,1
cempelung,-5,1
penata,-3,1
pun,-3,1
gempuran,-3,1
jemari,-4,1
resesi,-5,1
bongkar-bangkir,-5,1
reca,-3,1
roh jahat,-4,2
pub,-4,1
berat otak,-4,2
bertarak,-3,1
mengias,-4,1
kemuraman,-5,1
penutur bahasa,-3,2
basi,-5,1
menyingsing,-3,1
penindasan,-4,1
sayu rayu,-3,2
tangisan,-5,1
ampel,-3,1
mengharukan,-4,1
lotre,-5,1
tahu,-4,1
amtenar,-3,1
ketuat,-4,1
mengarik,-3,1
dongkel,-3,1
riuk,-3,1
wejang,-3,1
rompyok,-5,1
banyak cincong,-4,2
terbangai,-3,1
kuno,-5,1
ketumbukan,-4,1
ke belakang,-5,2
kesengsaraan,-5,1
sampai,-4,1
dina,-5,1
tekek,-3,1
mengeremus,-4,1
sapi jantan,-3,2
warta,-3,1
pumpun,-3,1
berlawanan,-4,1
sivilisasi,-3,1
batuk lelah,-4,2
laluan,-4,1
membeda-bedakan,-3,1
kapal,-3,1
melaksanakan,-3,1
emper,-3,1
terdesak,-4,1
mencetak,-5,1
tumpul otak,-3,2
tertegak,-4,1
kebentok,-4,1
tersuruk,-5,1
bertalun-talun,-3,1
stori,-5,1
bongak,-5,1
bertokok,-3,1
renyem,-3,1
ruyup,-5,1
embus,-3,1
memperhitungkan,-3,1
jamin,-5,1
kering,-3,1
cumbuan,-3,1
gempita,-5,1
penarah,-3,1
kardinal,-4,1
edaran,-3,1
berpada-pada,-3,1
lebar,-3,1
tertuju,-3,1
menumpas,-5,1
akar,-3,1
berkilah,-4,1
gebang,-4,1
menonjolkan,-3,1
hanya,-3,1
menggoyahkan menggerakkan,-4,2
menggema,-4,1
metode,-5,1
berkeras-kerasan,-4,1
memantai,-4,1
berkarat,-4,1
memantak,-4,1
gara-gara,-5,1
perbaraan,-4,1
legalisasi,-3,1
gurau,-4,1
ginding,-4,1
pukul,-4,1
tunggul,-3,1
menunjukkan,-3,1
karu,-5,1
kilang,-3,1
tosan aji,-4,2
mulut gapil,-4,2
agen,-3,1
menekankan,-3,1
balik adab,-5,2
menyelinap,-5,1
berdoa,-3,1
ketimpangan,-4,1
parlente,-4,1
sontak,-4,1
gendut,-3,1
gelis,-3,1
bersisalak,-4,1
zero,-3,1
melantak,-4,1
bertian,-3,1
pasal,-4,1
simak,-5,1
main kayu,-3,2
azimat,-4,1
menjalari,-3,1
kompleksitas,-4,1
mengerkau,-4,1
garit,-3,1
selubung,-5,1
jembalang,-4,1
tersirah,-5,1
beragam,-3,1
silang selisih,-4,2
kebangkitan,-5,1
amah,-5,1
ceracau,-4,1
cegak,-4,1
ceracam,-4,1
mengorek,-4,1
watu,-3,1
berduaan,-3,1
indolen,-4,1
sapi,-3,1
goyah,-4,1
muflis,-4,1
kerabat,-3,1
kedai minuman,-4,2
kabin,-3,1
pekir,-4,1
berzikir,-3,1
penyelidikan,-5,1
menyatukan,-3,1
semaput,-4,1
kempa,-3,1
rangkul,-3,1
berlandaskan,-4,1
serangan,-3,1
pukulan,-3,1
ukir,-5,1
hamil,-5,1
membobol,-5,1
penumpang,-3,1
kegaduhan,-3,1
cengung,-3,1
hamik,-3,1
kambuh,-4,1
tukar,-3,1
tukas,-5,1
bahlul,-5,1
merunyamkan,-3,1
makan bawang,-5,2
menyodorkan,-3,1
beringsut,-3,1
sangit,-5,1
belendung,-3,1
malu mata,-4,2
bersiteguh,-4,1
peragaan,-3,1
bertemperasan,-3,1
meranggah,-3,1
reput,-3,1
kebirahan,-3,1
mengayunkan,-3,1
memberantas,-5,1
bertudung lingkup,-5,2
nyenyak,-4,1
sumpek,-4,1
berguam,-4,1
memeriksa,-5,1
kada,-3,1
langkap,-3,1
menyalakan,-4,1
inai,-4,1
menggarangkan,-4,1
giang,-3,1
rayah,-5,1
menghabisi,-4,1
bersangkut,-4,1
langkan,-3,1
ambil,-5,1
urun,-4,1
mencemat,-5,1
nyenyat,-4,1
bergolak,-5,1
berzina,-4,1
memikirkan,-3,1
pencahayaan,-3,1
ternoda,-5,1
talun,-3,1
bedel,-4,1
kasip,-5,1
sila,-4,1
sapit,-3,1
terpa,-4,1
keran,-4,1
berselisih,-5,1
kerai,-4,1
oposisi,-3,1
hardik,-5,1
sifer,-3,1
menyakatkan,-4,1
meranyah,-5,1
penghambat,-5,1
gerombong,-4,1
merambak,-3,1
cadang,-5,1
gela,-3,1
daging tumbuh,-4,2
penongkat senduk,-3,2
berserah,-4,1
lelembut,-4,1
menembis,-5,1
murus,-5,1
bertukar akal,-4,2
kemunduran,-5,1
rengeh,-3,1
angit,-5,1
tajak,-3,1
porak-poranda,-5,1
terjungkal,-5,1
reba,-5,1
meladeni,-5,1
retak,-4,1
karena,-3,1
belulang,-3,1
jembel,-5,1
pembersih,-4,1
biksah,-5,1
mayit,-4,1
tersampuk,-4,1
inga,-4,1
afiliasi,-4,1
kaki ayam,-3,2
persesuaian bunyi,-3,2
mengendur,-3,1
menggelogok,-3,1
menghancurkan,-4,1
tercengung,-3,1
lambang,-3,1
berpangku tangan,-4,2
meredik,-5,1
bangkai,-4,1
defisit,-3,1
getaran,-3,1
kelangkan,-3,1
tapa-tapa,-3,1
semenggah,-5,1
terkejar,-5,1
baktau,-5,1
cacing,-4,1
menggabungkan,-3,1
uyuh,-3,1
pilu,-5,1
membaik,-3,1
beregu,-3,1
cendala,-5,1
mengempis,-3,1
mengawali,-3,1
memanggang,-4,1
merukunkan,-3,1
bambung,-3,1
teperlus,-4,1
bandit,-5,1
omongan,-4,1
menggeleng,-3,1
celaan,-5,1
menyeberang,-3,1
berpalit-palit,-4,1
bersembahyang,-3,1
gaung,-3,1
semburan,-4,1
menyabung,-3,1
lecap,-4,1
dapra,-3,1
membocorkan,-4,1
himpunan,-4,1
tersara bara,-5,2
banteng,-3,1
bergamit,-3,1
bersempuras,-3,1
mengonyok,-3,1
kabinet,-3,1
serakan,-3,1
maherat,-4,1
onak,-4,1
kecabuhan,-3,1
berkuliah,-4,1
merapunkan,-4,1
bergosok,-3,1
dum,-3,1
rasio,-4,1
satire,-3,1
getap,-4,1
terjerumus,-4,1
jeraus,-3,1
pa,-5,1
melulu,-3,1
khabis,-3,1
mengemukakan,-3,1
penyadur,-3,1
pangkal kerongkongan,-5,2
iman,-3,1
memasak,-3,1
cium,-3,1
awut,-4,1
kronis,-5,1
parokial,-3,1
cotok,-3,1
antun,-3,1
kuyu,-5,1
pasangan hidup,-3,2
udara,-4,1
biji buah,-3,2
mitra,-4,1
tabungan,-3,1
bersuka-sukaan,-3,1
memerli,-5,1
abon,-4,1
dinasti,-3,1
mencegah,-5,1
beranang,-3,1
nanar,-4,1
nakal,-5,1
mendungas,-3,1
senyap,-4,1
muatan,-5,1
tertindas,-5,1
grip,-4,1
berburuk,-4,1
huda,-3,1
kayangan,-5,1
alai-belai,-3,1
domba,-3,1
menyiksa,-5,1
sumpah serapah,-5,2
kekotoran,-5,1
rim,-3,1
cerup,-3,1
jotos,-5,1
ragam,-4,1
menggoyangkan,-4,1
geladah,-3,1
lingsir,-5,1
open,-3,1
obsolet,-5,1
bengis,-5,1
ongkang-ongkang,-4,1
anggai,-3,1
gemeletek,-4,1
memaki,-5,1
otak telur,-5,2
gering,-5,1
memaku,-3,1
berpadu,-3,1
menelanjangi,-4,1
rute,-4,1
konsistensi,-3,1
berakhlak,-4,1
pusing keling,-5,2
nyanyang,-5,1
dekil,-5,1
tapak kaki,-3,2
bonus,-3,1
cahari,-3,1
berpartai,-3,1
seluk beluk,-4,2
gemblung,-3,1
kenyih,-4,1
menambus,-4,1
bergaduh,-5,1
bentrok,-5,1
paganisme,-5,1
bercintaan,-3,1
seko,-3,1
gabuk,-4,1
tiup-tiup,-3,1
berseloroh,-4,1
keletah,-3,1
sampur,-3,1
pameran,-3,1
pelaksanaan,-4,1
merencah,-4,1
mendongkolkan,-5,1
sampul,-3,1
sampuk,-3,1
langis,-5,1
cempera,-5,1
malapetaka,-5,1
ampu,-5,1
peluru,-3,1
tim,-4,1
menyorongkan,-3,1
lacur,-5,1
mendiskreditkan,-4,1
kendatipun,-3,1
pasak,-4,1
berkolusi,-5,1
buka,-3,1
izin,-4,1
garib,-4,1
menghirup,-3,1
mendebarkan,-4,1
panji-panji,-3,1
berengsaan,-4,1
saksama,-5,1
guyon,-4,1
butek,-3,1
menyamakan,-3,1
meremang,-3,1
bertapakkan,-4,1
kolaps,-5,1
bengap,-3,1
